lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite
-22.705309009090907,-43.56613363636364,Queimados,5.0,8.0,1.0
-22.8817568,-43.6035097,Queimados,1.0,0.0,1.0
-22.723764838461538,-43.560227030769234,Queimados,11.0,12.0,1.0
-22.70080985,-43.54822695,Queimados,0.0,6.0,1.0
