lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite
-22.667707605,-43.621693025,Japeri,19.0,19.0,1.0
-22.9481946,-43.3632088,Japeri,2.0,0.0,0.0
-22.4948833,-43.524699,Japeri,1.0,1.0,0.0
