lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite
-22.81147324,-43.429277400000004,Nilopolis,2.0,2.0,2.0
-22.799066025,-43.4127908625,Nilopolis,2.0,6.0,2.0
-22.817991725,-43.4201651125,Nilopolis,3.0,7.0,2.0
-22.814561525000002,-43.41253215,Nilopolis,1.0,3.0,1.0
-22.809586071428573,-43.40415338571429,Nilopolis,4.0,3.0,3.0
-22.805527875,-43.42163695,Nilopolis,2.0,4.0,0.0
