,lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite,dia
295,-22.775145942857144,-43.4341396,Mesquita,1.0,6.0,0.0,qua
296,-22.783532025,-43.4067382,Mesquita,0.0,3.0,1.0,qua
297,-22.771401683333334,-43.422619366666666,Mesquita,1.0,5.0,0.0,qua
298,-22.796823833333335,-43.43653975,Mesquita,2.0,3.0,0.0,sex
299,-22.78630252857143,-43.42032042857143,Mesquita,1.0,4.0,1.0,sex
300,-22.775145942857144,-43.4341396,Mesquita,1.0,5.0,0.0,sex
301,-22.783532025,-43.4067382,Mesquita,0.0,2.0,0.0,sex
302,-22.771401683333334,-43.422619366666666,Mesquita,2.0,3.0,1.0,sex
303,-22.796823833333335,-43.43653975,Mesquita,2.0,3.0,0.0,ter
304,-22.78630252857143,-43.42032042857143,Mesquita,3.0,2.0,1.0,ter
305,-22.775145942857144,-43.4341396,Mesquita,2.0,4.0,0.0,ter
306,-22.783532025,-43.4067382,Mesquita,2.0,1.0,0.0,ter
307,-22.771401683333334,-43.422619366666666,Mesquita,1.0,5.0,0.0,ter
308,-22.796823833333335,-43.43653975,Mesquita,3.0,2.0,0.0,qui
309,-22.78630252857143,-43.42032042857143,Mesquita,2.0,3.0,1.0,qui
310,-22.775145942857144,-43.4341396,Mesquita,3.0,3.0,0.0,qui
311,-22.783532025,-43.4067382,Mesquita,2.0,2.0,0.0,qui
312,-22.771401683333334,-43.422619366666666,Mesquita,2.0,4.0,0.0,qui
313,-22.796823833333335,-43.43653975,Mesquita,1.0,0.0,0.0,sab
314,-22.78630252857143,-43.42032042857143,Mesquita,1.0,1.0,0.0,sab
315,-22.775145942857144,-43.4341396,Mesquita,0.0,0.0,0.0,sab
316,-22.783532025,-43.4067382,Mesquita,0.0,0.0,0.0,sab
317,-22.771401683333334,-43.422619366666666,Mesquita,0.0,0.0,0.0,sab
318,-22.6438757125,-43.2745507,Duque De Caxias,0.0,7.0,1.0,seg
319,-22.73563250833333,-43.31634268333333,Duque De Caxias,0.0,11.0,1.0,seg
320,-22.784562313333332,-43.320016906666666,Duque De Caxias,3.0,9.0,3.0,seg
321,-22.596431333333335,-43.30416316666666,Duque De Caxias,0.0,3.0,0.0,seg
322,-22.69701248,-43.27399632,Duque De Caxias,0.0,3.0,0.0,seg
323,-22.6367488,-43.217695875,Duque De Caxias,0.0,4.0,0.0,seg
324,-22.779886533333332,-43.297281749999996,Duque De Caxias,1.0,9.0,2.0,seg
325,-22.6438757125,-43.2745507,Duque De Caxias,1.0,6.0,1.0,qua
326,-22.73563250833333,-43.31634268333333,Duque De Caxias,1.0,10.0,1.0,qua
327,-22.784562313333332,-43.320016906666666,Duque De Caxias,4.0,8.0,3.0,qua
328,-22.596431333333335,-43.30416316666666,Duque De Caxias,0.0,3.0,0.0,qua
329,-22.69701248,-43.27399632,Duque De Caxias,0.0,3.0,0.0,qua
