,lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite,dia
179,-22.731669975,-43.315995199999996,Duque De Caxias,0.0,1.0,0.0,sab
180,-22.754767625,-43.400588158333335,Belford Roxo,2.0,10.0,0.0,seg
181,-22.72718864,-43.33814786,Belford Roxo,1.0,4.0,0.0,seg
182,-22.727969271428574,-43.40784574285714,Belford Roxo,2.0,4.0,1.0,seg
183,-22.75699152,-43.37362404,Belford Roxo,0.0,4.0,1.0,seg
184,-22.736815888888888,-43.39183754444444,Belford Roxo,3.0,6.0,0.0,seg
185,-22.721211725,-43.3805185,Belford Roxo,1.0,6.0,0.0,seg
186,-22.7722829,-43.398626560000004,Belford Roxo,2.0,3.0,0.0,seg
187,-22.74289465,-43.41504726428572,Belford Roxo,3.0,8.0,3.0,seg
188,-22.709695775,-43.409594049999995,Belford Roxo,0.0,3.0,1.0,seg
189,-22.756621345454548,-43.41087104545454,Belford Roxo,3.0,7.0,0.0,seg
190,-22.7124572,-43.3315173,Belford Roxo,1.0,2.0,0.0,seg
191,-22.74164486,-43.3757782,Belford Roxo,1.0,3.0,1.0,seg
192,-22.72937906,-43.35910694,Belford Roxo,0.0,4.0,1.0,seg
193,-22.726716825,-43.4262036,Belford Roxo,0.0,4.0,0.0,seg
194,-22.754767625,-43.400588158333335,Belford Roxo,2.0,10.0,0.0,ter
195,-22.72718864,-43.33814786,Belford Roxo,2.0,3.0,0.0,ter
196,-22.727969271428574,-43.40784574285714,Belford Roxo,3.0,2.0,1.0,ter
197,-22.75699152,-43.37362404,Belford Roxo,1.0,3.0,1.0,ter
198,-22.736815888888888,-43.39183754444444,Belford Roxo,4.0,5.0,0.0,ter
199,-22.721211725,-43.3805185,Belford Roxo,3.0,4.0,0.0,ter
200,-22.7722829,-43.398626560000004,Belford Roxo,0.0,3.0,0.0,ter
201,-22.74289465,-43.41504726428572,Belford Roxo,3.0,7.0,3.0,ter
202,-22.709695775,-43.409594049999995,Belford Roxo,0.0,3.0,1.0,ter
203,-22.756621345454548,-43.41087104545454,Belford Roxo,4.0,4.0,0.0,ter
204,-22.7124572,-43.3315173,Belford Roxo,0.0,3.0,0.0,ter
205,-22.74164486,-43.3757782,Belford Roxo,1.0,3.0,1.0,ter
206,-22.72937906,-43.35910694,Belford Roxo,1.0,3.0,1.0,ter
207,-22.726716825,-43.4262036,Belford Roxo,1.0,3.0,0.0,ter
208,-22.754767625,-43.400588158333335,Belford Roxo,2.0,10.0,0.0,qua
209,-22.72718864,-43.33814786,Belford Roxo,0.0,5.0,0.0,qua
210,-22.727969271428574,-43.40784574285714,Belford Roxo,2.0,4.0,1.0,qua
211,-22.75699152,-43.37362404,Belford Roxo,0.0,4.0,1.0,qua
212,-22.736815888888888,-43.39183754444444,Belford Roxo,4.0,5.0,0.0,qua
213,-22.721211725,-43.3805185,Belford Roxo,3.0,4.0,0.0,qua
214,-22.7722829,-43.398626560000004,Belford Roxo,3.0,2.0,0.0,qua
215,-22.74289465,-43.41504726428572,Belford Roxo,3.0,8.0,3.0,qua
216,-22.709695775,-43.409594049999995,Belford Roxo,0.0,3.0,1.0,qua
217,-22.756621345454548,-43.41087104545454,Belford Roxo,5.0,5.0,0.0,qua
218,-22.7124572,-43.3315173,Belford Roxo,0.0,3.0,0.0,qua
219,-22.74164486,-43.3757782,Belford Roxo,1.0,3.0,1.0,qua
220,-22.72937906,-43.35910694,Belford Roxo,0.0,4.0,1.0,qua
221,-22.726716825,-43.4262036,Belford Roxo,0.0,4.0,0.0,qua
222,-22.754767625,-43.400588158333335,Belford Roxo,4.0,8.0,0.0,qui
223,-22.72718864,-43.33814786,Belford Roxo,3.0,2.0,0.0,qui
224,-22.727969271428574,-43.40784574285714,Belford Roxo,3.0,2.0,1.0,qui
225,-22.75699152,-43.37362404,Belford Roxo,3.0,1.0,1.0,qui
226,-22.736815888888888,-43.39183754444444,Belford Roxo,3.0,6.0,0.0,qui
227,-22.721211725,-43.3805185,Belford Roxo,2.0,5.0,0.0,qui
228,-22.7722829,-43.398626560000004,Belford Roxo,0.0,3.0,0.0,qui
229,-22.74289465,-43.41504726428572,Belford Roxo,3.0,8.0,3.0,qui
230,-22.709695775,-43.409594049999995,Belford Roxo,0.0,3.0,1.0,qui
231,-22.756621345454548,-43.41087104545454,Belford Roxo,4.0,4.0,0.0,qui
232,-22.7124572,-43.3315173,Belford Roxo,0.0,3.0,0.0,qui
233,-22.74164486,-43.3757782,Belford Roxo,1.0,3.0,1.0,qui
234,-22.72937906,-43.35910694,Belford Roxo,1.0,3.0,1.0,qui
235,-22.726716825,-43.4262036,Belford Roxo,1.0,3.0,0.0,qui
236,-22.754767625,-43.400588158333335,Belford Roxo,4.0,6.0,1.0,sex
237,-22.72718864,-43.33814786,Belford Roxo,1.0,3.0,0.0,sex
238,-22.727969271428574,-43.40784574285714,Belford Roxo,1.0,4.0,1.0,sex
239,-22.75699152,-43.37362404,Belford Roxo,2.0,2.0,1.0,sex
240,-22.736815888888888,-43.39183754444444,Belford Roxo,3.0,4.0,0.0,sex
241,-22.721211725,-43.3805185,Belford Roxo,2.0,5.0,0.0,sex
242,-22.7722829,-43.398626560000004,Belford Roxo,1.0,2.0,0.0,sex
243,-22.74289465,-43.41504726428572,Belford Roxo,3.0,7.0,3.0,sex
244,-22.709695775,-43.409594049999995,Belford Roxo,0.0,2.0,1.0,sex
245,-22.756621345454548,-43.41087104545454,Belford Roxo,3.0,7.0,0.0,sex
246,-22.7124572,-43.3315173,Belford Roxo,0.0,3.0,0.0,sex
